method,path,operation_id,requires_auth,primary_tag,summary
POST,/v1/commerce/tenants/{tenant_id}/deposit/admin-adjust,admin_adjust_deposit_v1_commerce_tenants__tenant_id__deposit_admin_adjust_post,True,Platform Commerce,[Admin] Manual deposit adjustment
POST,/v1/commerce/tenants/{tenant_id}/deposit/confirm,confirm_deposit_v1_commerce_tenants__tenant_id__deposit_confirm_post,False,Platform Commerce,Confirm security deposit payment (webhook+client)
POST,/v1/commerce/tenants/{tenant_id}/deposit/initiate,initiate_deposit_v1_commerce_tenants__tenant_id__deposit_initiate_post,True,Platform Commerce,Initiate security deposit payment
GET,/v1/commerce/tenants/{tenant_id}/deposit/transactions,get_deposit_transactions_v1_commerce_tenants__tenant_id__deposit_transactions_get,True,Platform Commerce,Deposit ledger (cursor-paginated)
GET,/v1/commerce/tenants/{tenant_id}/wallet,get_wallet_v1_commerce_tenants__tenant_id__wallet_get,True,Platform Commerce,Get wallet with burn rate and projection
GET,/v1/commerce/tenants/{tenant_id}/wallet/balance,get_wallet_balance_v1_commerce_tenants__tenant_id__wallet_balance_get,True,Platform Commerce,Lightweight balance for other engines (cached)
POST,/v1/commerce/tenants/{tenant_id}/wallet/credit,admin_credit_v1_commerce_tenants__tenant_id__wallet_credit_post,True,Platform Commerce,[Admin] Manual wallet credit
POST,/v1/commerce/tenants/{tenant_id}/wallet/deduct,engine_deduct_v1_commerce_tenants__tenant_id__wallet_deduct_post,True,Platform Commerce,[Internal engine use] Deduct from wallet
GET,/v1/commerce/tenants/{tenant_id}/wallet/projection,get_projection_v1_commerce_tenants__tenant_id__wallet_projection_get,True,Platform Commerce,Burn rate projection with recommended package
POST,/v1/commerce/tenants/{tenant_id}/wallet/purchase/confirm,confirm_purchase_v1_commerce_tenants__tenant_id__wallet_purchase_confirm_post,False,Platform Commerce,Confirm purchase — atomic wallet credit + deposit replenishment
POST,/v1/commerce/tenants/{tenant_id}/wallet/purchase/initiate,initiate_purchase_v1_commerce_tenants__tenant_id__wallet_purchase_initiate_post,True,Platform Commerce,Initiate credit package purchase
GET,/v1/commerce/tenants/{tenant_id}/wallet/transactions,get_wallet_transactions_v1_commerce_tenants__tenant_id__wallet_transactions_get,True,Platform Commerce,Immutable wallet ledger (cursor-paginated)
GET,/v1/commerce/tenants/{tenant_id}/warranty/claims,list_tenant_claims_v1_commerce_tenants__tenant_id__warranty_claims_get,True,Platform Commerce,List warranty claims for tenant
POST,/v1/commerce/warranty/claims,submit_claim_v1_commerce_warranty_claims_post,True,Platform Commerce,Submit warranty claim for a completed job
GET,/v1/commerce/warranty/claims,list_all_claims_v1_commerce_warranty_claims_get,True,Platform Commerce,[Admin] Platform-wide warranty claims queue
GET,/v1/commerce/warranty/claims/{claim_id},get_claim_v1_commerce_warranty_claims__claim_id__get,True,Platform Commerce,Get warranty claim detail
POST,/v1/commerce/warranty/claims/{claim_id}/approve,approve_claim_v1_commerce_warranty_claims__claim_id__approve_post,True,Platform Commerce,[Admin] Approve claim — draws from security deposit
POST,/v1/commerce/warranty/claims/{claim_id}/reject,reject_claim_v1_commerce_warranty_claims__claim_id__reject_post,True,Platform Commerce,[Admin] Reject warranty claim
GET,/v1/compliance/audit-log,compliance_audit_v1_compliance_audit_log_get,True,Compliance Engine,"Compliance data-access audit log — append-only, immutable"
POST,/v1/compliance/consent,record_consent_v1_compliance_consent_post,True,Compliance Engine,"Record consent — INSERT only, immutable ledger"
GET,/v1/compliance/consent/users/{user_id},list_consents_v1_compliance_consent_users__user_id__get,True,Compliance Engine,List full consent history — immutable ledger
GET,/v1/compliance/consent/users/{user_id}/check,check_consent_v1_compliance_consent_users__user_id__check_get,True,Compliance Engine,"Check consent status — Redis cache first, DB fallback"
POST,/v1/compliance/consent/withdraw,withdraw_consent_v1_compliance_consent_withdraw_post,True,Compliance Engine,Withdraw consent — records new WITHDRAWN event in ledger
POST,/v1/compliance/deletion-requests,request_deletion_v1_compliance_deletion_requests_post,True,Compliance Engine,Request data erasure — 72h SLA stored at creation (DPDP Act 2023)
GET,/v1/compliance/deletion-requests,list_deletion_requests_v1_compliance_deletion_requests_get,True,Compliance Engine,List deletion requests with status filter
GET,/v1/compliance/deletion-requests/{request_id},get_deletion_request_v1_compliance_deletion_requests__request_id__get,True,Compliance Engine,Get deletion request status with SLA countdown
POST,/v1/compliance/deletion-requests/{request_id}/process,process_deletion_v1_compliance_deletion_requests__request_id__process_post,True,Compliance Engine,"Process erasure — anonymises PII, exempts financial records with reason"
GET,/v1/compliance/meta,engine_meta_v1_compliance_meta_get,False,Compliance Engine,Engine Meta
POST,/v1/compliance/portability-requests,request_export_v1_compliance_portability_requests_post,True,Compliance Engine,"Request data export — idempotent, 72h SLA, JSON or CSV"
GET,/v1/compliance/portability-requests/{request_id},get_export_status_v1_compliance_portability_requests__request_id__get,True,Compliance Engine,Get export status with download URL when ready
POST,/v1/compliance/portability-requests/{request_id}/process,process_export_v1_compliance_portability_requests__request_id__process_post,True,Compliance Engine,[Admin/Celery] Process export — collect data from all engines
GET,/v1/compliance/retention-policies,get_retention_policies_v1_compliance_retention_policies_get,True,Compliance Engine,Get data retention policies and exempt tables
PUT,/v1/compliance/retention-policies,set_retention_policy_v1_compliance_retention_policies_put,True,Compliance Engine,Set data retention policy for a table
GET,/v1/compliance/summary,compliance_summary_v1_compliance_summary_get,True,Compliance Engine,"Compliance dashboard — SLA status, pending requests, consent counts"
POST,/v1/customer/ai-chat/sessions,create_session_v1_customer_ai_chat_sessions_post,True,Customer AI Chat,Start a new AI conversation session
GET,/v1/customer/ai-chat/sessions,list_my_sessions_v1_customer_ai_chat_sessions_get,True,Customer AI Chat,List my conversation sessions
GET,/v1/customer/ai-chat/sessions/{session_id},get_session_v1_customer_ai_chat_sessions__session_id__get,False,Customer AI Chat,Get session details
POST,/v1/customer/ai-chat/sessions/{session_id}/close,close_session_v1_customer_ai_chat_sessions__session_id__close_post,False,Customer AI Chat,Close a session
POST,/v1/customer/ai-chat/sessions/{session_id}/messages,send_message_v1_customer_ai_chat_sessions__session_id__messages_post,True,Customer AI Chat,Send a message in a session
GET,/v1/customer/ai-chat/sessions/{session_id}/messages,get_messages_v1_customer_ai_chat_sessions__session_id__messages_get,False,Customer AI Chat,Get session message history
POST,/v1/customer/ai/sessions,create_ai_session_v1_customer_ai_sessions_post,True,Customer AI Sessions,Create new AI conversation session
GET,/v1/customer/ai/sessions/{session_id},get_ai_session_v1_customer_ai_sessions__session_id__get,True,Customer AI Sessions,Get own AI session
GET,/v1/customer/ai/sessions/{session_id}/draft-status,get_draft_status_v1_customer_ai_sessions__session_id__draft_status_get,True,Customer AI Sessions,Get backend draft status for session
POST,/v1/customer/ai/sessions/{session_id}/handoff,request_handoff_v1_customer_ai_sessions__session_id__handoff_post,True,Customer AI Sessions,Request handoff to human agent
POST,/v1/customer/ai/sessions/{session_id}/messages,send_ai_message_v1_customer_ai_sessions__session_id__messages_post,True,Customer AI Sessions,Send message in AI session
POST,/v1/customer/ai/sessions/{session_id}/reset,reset_ai_session_v1_customer_ai_sessions__session_id__reset_post,True,Customer AI Sessions,Reset AI session collected fields
POST,/v1/customer/booking/recommendations,customer_booking_recommendations_v1_customer_booking_recommendations_post,True,Customer Recommendations,Get customer-safe booking recommendations
GET,/v1/customer/bookings,list_bookings_v1_customer_bookings_get,True,Customer Booking Tracking,List my Home Services bookings
GET,/v1/customer/bookings/{booking_id},get_booking_v1_customer_bookings__booking_id__get,True,Customer Booking Tracking,Get customer booking with assignment status
POST,/v1/customer/bookings/{booking_id}/rating,submit_booking_rating_v1_customer_bookings__booking_id__rating_post,True,Customer Booking Tracking,Submit Booking Rating
GET,/v1/customer/bookings/{booking_id}/rating,get_booking_rating_v1_customer_bookings__booking_id__rating_get,True,Customer Booking Tracking,Get Booking Rating
GET,/v1/customer/bookings/{booking_id}/tracking,get_booking_tracking_v1_customer_bookings__booking_id__tracking_get,True,Customer Booking Tracking,Get customer-safe booking tracking timeline
GET,/v1/customer/catalog/brands,get_customer_brands_v1_customer_catalog_brands_get,False,Customer Catalog Brands,List valid brands for customer booking
POST,/v1/customer/catalog/brands/validate,validate_brand_v1_customer_catalog_brands_validate_post,False,Customer Catalog Brands,Validate a brand is active and mapped to a service
GET,/v1/customer/catalog/issue-types,get_customer_issue_types_v1_customer_catalog_issue_types_get,False,Customer Service Diagnostics,Get Customer Issue Types
POST,/v1/customer/catalog/service-diagnostics/validate,validate_service_diagnostics_v1_customer_catalog_service_diagnostics_validate_post,False,Customer Service Diagnostics,Validate Service Diagnostics
GET,/v1/customer/catalog/service-options,get_customer_service_options_v1_customer_catalog_service_options_get,False,Customer Service Diagnostics,Get Customer Service Options
GET,/v1/customer/categories,list_customer_categories_v1_customer_categories_get,False,Customer Categories,List customer-visible categories
GET,/v1/customer/categories/{category_slug},get_customer_category_v1_customer_categories__category_slug__get,False,Customer Categories,Get customer category detail
GET,/v1/customer/categories/{category_slug}/offerings,list_customer_offerings_v1_customer_categories__category_slug__offerings_get,False,Customer Categories,List offerings for a category
GET,/v1/customer/categories/{category_slug}/offerings/{offering_slug},get_customer_offering_v1_customer_categories__category_slug__offerings__offering_slug__get,False,Customer Categories,Get customer offering detail
GET,/v1/customer/categories/{category_slug}/runtime,get_customer_category_runtime_v1_customer_categories__category_slug__runtime_get,False,Customer Categories,Get customer category runtime (flow config)
GET,/v1/customer/chat/threads,list_threads_v1_customer_chat_threads_get,True,Customer Chat,List customer chat threads
POST,/v1/customer/chat/threads,create_thread_v1_customer_chat_threads_post,True,Customer Chat,Create or get chat thread for a linked record
GET,/v1/customer/chat/threads/{thread_id},get_thread_v1_customer_chat_threads__thread_id__get,True,Customer Chat,Get thread details
GET,/v1/customer/chat/threads/{thread_id}/messages,list_messages_v1_customer_chat_threads__thread_id__messages_get,True,Customer Chat,List messages in a thread
POST,/v1/customer/chat/threads/{thread_id}/messages,send_message_v1_customer_chat_threads__thread_id__messages_post,True,Customer Chat,Send a chat message
POST,/v1/customer/chat/threads/{thread_id}/read,mark_thread_read_v1_customer_chat_threads__thread_id__read_post,True,Customer Chat,Mark thread messages as read
GET,/v1/customer/coaching-appointments/{appointment_id}/tracking,customer_tracking_v1_customer_coaching_appointments__appointment_id__tracking_get,True,Sprint21-Customer-Coaching,Customer Tracking
POST,/v1/customer/coaching/appointment-drafts,start_appointment_draft_v1_customer_coaching_appointment_drafts_post,True,Customer Coaching Appointment Drafts,Start Appointment Draft
GET,/v1/customer/coaching/appointment-drafts/{draft_id},get_appointment_draft_v1_customer_coaching_appointment_drafts__draft_id__get,True,Customer Coaching Appointment Drafts,Get Appointment Draft
PUT,/v1/customer/coaching/appointment-drafts/{draft_id},update_draft_fields_v1_customer_coaching_appointment_drafts__draft_id__put,True,Customer Coaching Appointment Drafts,Update Draft Fields
POST,/v1/customer/coaching/appointment-drafts/{draft_id}/available-slots,get_available_slots_v1_customer_coaching_appointment_drafts__draft_id__available_slots_post,True,Customer Coaching Appointment Drafts,Get Available Slots
POST,/v1/customer/coaching/appointment-drafts/{draft_id}/cancel,cancel_draft_v1_customer_coaching_appointment_drafts__draft_id__cancel_post,True,Customer Coaching Appointment Drafts,Cancel Draft
POST,/v1/customer/coaching/appointment-drafts/{draft_id}/confirm,confirm_draft_v1_customer_coaching_appointment_drafts__draft_id__confirm_post,True,Customer Coaching Appointment Drafts,Confirm appointment — creates CoachingAppointment record
POST,/v1/customer/coaching/appointment-drafts/{draft_id}/fee-estimate,get_fee_estimate_v1_customer_coaching_appointment_drafts__draft_id__fee_estimate_post,True,Customer Coaching Appointment Drafts,Get Fee Estimate
POST,/v1/customer/coaching/appointment-drafts/{draft_id}/find-centers,find_bookable_centers_v1_customer_coaching_appointment_drafts__draft_id__find_centers_post,True,Customer Coaching Appointment Drafts,Find Bookable Centers
POST,/v1/customer/coaching/appointment-drafts/{draft_id}/next-available-slots,find_next_available_slots_v1_customer_coaching_appointment_drafts__draft_id__next_available_slots_post,True,Customer Coaching Appointment Drafts,Find Next Available Slots
POST,/v1/customer/coaching/appointment-drafts/{draft_id}/select-slot,select_slot_v1_customer_coaching_appointment_drafts__draft_id__select_slot_post,True,Customer Coaching Appointment Drafts,Select Slot
